"Subject" "Activity" "total_acc_z.mean" "total_acc_z.sd" "total_acc_y.mean" "total_acc_y.sd" "total_acc_x.mean" "total_acc_x.sd" "body_gyro_z.mean" "body_gyro_z.sd" "body_gyro_y.mean" "body_gyro_y.sd" "body_gyro_x.mean" "body_gyro_x.sd" "body_acc_z.mean" "body_acc_z.sd" "body_acc_y.mean" "body_acc_y.sd" "body_acc_x.mean" "body_acc_x.sd"
1 21 -0.945191121346154 -0.945375905384615 -0.948931671730769 -0.950866638653846 -0.956310025576923 -0.956970529423077 -0.970646881538462 -0.975382862884615 0.0276013140318301 0.0261021353706676 0.0237527153202101 0.0230091485882759 0.0239996640057042 0.0237905049586618 0.01890613788358 0.0198433076592911 0.0226031887328315 0.0246167594616482
1 22 -0.957397246956522 -0.948471977391304 -0.946295040217391 -0.938640208695652 -0.933835834782609 -0.939950916086957 -0.951931400434783 -0.955986356304348 0.166800648778051 0.11103275651484 0.055201896219403 0.0203637288223683 0.0205251647429345 0.0173068559270924 0.0182952650827679 0.0196094022711839 0.0169698570099152 0.017108567086477
1 23 -0.929295976101695 -0.92773038559322 -0.928799166101695 -0.928541678474576 -0.93583386440678 -0.942082546610169 -0.955693492711864 -0.965887395254237 0.101933386646531 0.0816848971507217 0.0643169116245539 0.0478943244338414 0.0324857103463738 0.0241207868115013 0.0265867859858402 0.0235881170629316 0.0211460004501225 0.017750830856392
1 24 -0.924814022413793 -0.922282210172414 -0.927592843103448 -0.931357185344828 -0.938356305172414 -0.940824100517241 -0.954384153793103 -0.96358864637931 0.307552371699 0.311425489338141 0.315230164068266 0.281805062892913 0.251997557308388 0.226578181080671 0.197765077736031 0.167975306316475 0.139520028074494 0.107924087618681
1 25 6.02275734804767e-310 5.93078167978979e-310 5.93034275708973e-310 5.92990115288795e-310 5.92945944897977e-310 6.02115412626284e-310 6.020353666321e-310 5.92813708187809e-310 0.344268828674264 0.336280480043577 0.32853589138712 0.322989180911061 0.316549455499351 0.297963720804089 0.267749363371457 0.239606308501845 0.215007673698839 0.189888289879284
1 26 -0.0338983050847458 -0.0338983050847458 -0.0338983050847458 -0.0338983050847458 5.14381363920377e-310 5.70421732081601e-310 6.04041926445372e-310 6.04001625703222e-310 0.259505183365516 0.26837535428034 0.27577662250384 0.274095079944437 0.272171507533311 0.272544372861031 0.272291538086762 0.274573198666903 0.26378717053944 0.257609416212145
1 27 3.79801252151704e-310 3.68415983432644e-310 3.68331103600922e-310 3.68246223769199e-310 3.79519810679314e-310 3.79434930847596e-310 4.02004440104146e-310 4.01964231700445e-310 0.293274196759715 0.341389136024542 0.37766189977512 0.4134702600535 0.433743210900785 0.43887866642164 0.441165967122138 0.455545912257814 0.454163287265004 0.441083886031489
1 28 -0.0370370370370371 -0.0370370370370371 -0.0370370370370371 5.07450382784623e-310 5.65662511447686e-310 6.00582559503059e-310 6.12206218589728e-310 6.00495310667819e-310 0.391234002651281 0.440717331572542 0.498771696015693 0.561410096437981 0.572619830399594 0.576945029561152 0.57455734597101 0.561796660510607 0.567520390517583 0.563515512572441
1 29 6.0147224021455e-310 6.0142739117066e-310 6.01382559976779e-310 6.12944047207907e-310 6.12904821280146e-310 6.12865598249807e-310 6.01203246334891e-310 6.01158398263589e-310 0.0356804719391835 0.069676006354799 0.104028310746777 0.137925575240124 0.171656815967665 0.203838271953542 0.24038272510197 0.279800054534726 0.333739516126701 0.364134526253398
1 30 6.1118583789058e-310 6.11144714916586e-310 6.11103580843586e-310 6.11062451599608e-310 6.01820822764108e-310 6.0177511633087e-310 6.10939036091416e-310 6.10897897632175e-310 0.277737754980533 0.308898697618799 0.342624419099795 0.371579470703567 0.37842307227363 0.385233966638553 0.385841793279805 0.395733723366643 0.403946212532582 0.412066554677677
2 1 4.52701157315147e-310 4.62932600561768e-310 4.73168845995386e-310 4.73082364657412e-310 4.62706788178802e-310 4.52326404834838e-310 4.41897974198035e-310 4.41854733528941e-310 6.1585272712154e-310 6.15813538536421e-310 6.15774308471685e-310 6.04572429363069e-310 6.04527648976325e-310 6.04482862138214e-310 6.04438074896878e-310 6.15617664795738e-310 6.15578502731263e-310 6.15539265478395e-310
2 2 -0.920523324125 -0.900638592666667 -0.899534407041667 -0.90172695475 -0.90331190975 -0.904634987875 -0.887528980791667 -0.92505187625 6.09597327191409e-310 6.21640780962385e-310 6.09554010629642e-310 6.09510701617807e-310 6.09467377505023e-310 6.09424045799626e-310 6.09380713035432e-310 6.09337389094513e-310 6.21417977223093e-310 6.09294062726513e-310
2 3 -0.93687277779661 -0.935271203898305 -0.925211950677966 -0.924121379152542 -0.91935835779661 -0.918500149322034 -0.91401875661017 -0.937702438813559 6.17301408745063e-310 6.17261132926214e-310 6.07642185801771e-310 6.0759687473299e-310 6.07551551391436e-310 6.17140278850247e-310 6.17099991800677e-310 6.17059703697117e-310 6.17019421730149e-310 6.07370255593033e-310
2 4 -0.956128870211538 -0.954415997519231 -0.934363417711538 -0.930966867326923 -0.925576587326923 -0.916510440980769 -0.910331525211538 -0.897052089826923 6.19800041363906e-310 6.19760064835341e-310 -0.0384615384615396 -0.0384615384615396 -0.0384615384615396 -0.0384615384615396 -0.0384615384615396 -0.0384615384615396 -0.0384615384615396 -0.0384615384615396
2 5 -0.963000485106383 -0.962204236170213 -0.957853628510638 -0.96770761787234 -0.965751010212766 -0.96361460787234 -0.970826338510638 -0.956586148510638 1.37282291984194e-310 1.43622544515995e-310 1.49861663631367e-310 1.54990572608185e-310 1.5473593311321e-310 1.54481293618235e-310 1.5422665412326e-310 1.53972014628285e-310 1.53717375133310e-310 1.53462735638334e-310
2 6 -0.958637169803922 -0.95402765254902 -0.955735338431373 -0.955853229411765 -0.942635893529412 -0.945190255098039 -0.941497683333333 -0.936572491176471 -0.0392157026367832 -0.0392157026367832 -0.0392157026367832 -0.0392157026367832 -0.0392157026367832 -0.0392157026367832 2.15529545670714e-39 2.15529545699162e-39 3.43586394351508e-39 2.44408647133792e-39
2 7 -0.979655675882353 -0.978172166862745 -0.956890912411765 -0.959544983392157 -0.954710324176471 -0.952374171627451 -0.941548988098039 -0.932562785352941 1.16533552797036e-39 1.77542134900736e-44 1.77542134900736e-44 1.77542134900736e-44 1.77544442973025e-44 3.99011421275221e-44 2.21472133861001e-44 1.16489767741131e-39 1.1649154550439e-39 -0.0392157026367832
2 8 -0.982920096585366 -0.98491980195122 -0.99093199097561 -0.978974578292683 -0.978774036585366 -0.956254372926829 -0.95247310804878 -0.952986472926829 3.08225156348764e-34 1.99209221941995e-34 1.9920798854868e-34 1.99206611235839e-34 1.99206611261205e-34 8.086893610354e-35 2.53659188420419e-44 2.53659188420429e-44 2.53659188379156e-44 2.53656482879209e-44
2 9 -0.967939991836735 -0.963035671632653 -0.964487855918367 -0.967254420408163 -0.958264907142857 -0.950979777346939 -0.943932300816327 -0.932041011632653 8.34191014961353e-35 8.34202525350131e-35 8.34202525183466e-35 2.24303515346537e-39 3.63490882816706e-39 2.54291255288085e-39 7.94596750262287e-35 7.94596750483857e-35 7.94596750483857e-35 7.94585240095079e-35
2 10 -0.922582048085106 -0.941975710212766 -0.932271120425532 -0.927108114255319 -0.925300891702128 -0.917722889361702 -0.924050163191489 -0.927055588297872 -0.589758266364552 -0.631562041845884 -0.65951115551633 -0.574407220291011 -0.446767293056969 -0.319115534971863 -0.191468262418671 -0.0638149349718626 1.51616599299745e-310 1.51837377159773e-310
2 11 -0.943540299259259 -0.938555519074074 -0.936354077222222 -0.937951004259259 -0.943151222592593 -0.946455547037037 -0.961556891296296 -0.969005455555556 0.0209210799782607 0.0207258830532675 0.0163870436030151 0.0122282270045678 0.014055613558178 0.0228685883047202 0.0236268731214576 0.0229344325762556 0.0248134465164757 0.0243060326330773
2 12 -0.969040574423077 -0.968158990961538 -0.971093021346154 -0.972659120769231 -0.972958896346154 -0.975230802692308 -0.986565630192308 -0.985424193269231 0.0188061842297087 0.0179579460600886 0.0173183373999858 0.0180285669671962 0.0186465675986449 0.0180523855029004 0.0190178900850529 0.0196080309255813 0.02206484391051 0.0223811858457259
2 13 -0.965506900545455 -0.959059148 -0.959613681454546 -0.958225399272727 -0.952338175090909 -0.963692015090909 -0.961242538363636 -0.953103077818182 0.0376257232837012 0.0419771062719989 0.0427957377012165 0.0468150223075075 0.0460477887831157 0.0421839071983559 0.0492466077463647 0.0467787864910436 0.0425797247675887 0.0402757217179358
2 14 -0.961805002407407 -0.959068322222222 -0.945419560185185 -0.938633229814815 -0.933429578888889 -0.927519837407407 -0.918736459259259 -0.913127721111111 0.0330489322069711 0.0383905369630474 0.0404102464737956 0.0432369312207007 0.0440537294573337 0.0466300576832866 0.0440215524638083 0.0375025506495068 0.035172379165978 0.0371446812152422
2 15 -0.94925796 -0.953535600208333 -0.954982053958333 -0.965617735416667 -0.972574981458333 -0.979209566666667 -0.977932346458333 -0.981993104583333 0.0376373676012302 0.0401062999748814 0.0434647915889482 0.0414497469931163 0.0433535367557888 0.0454652868935931 0.046691721432052 0.0369954134640927 0.0375477007522381 0.0369118363493508
2 16 -0.983432419019608 -0.986307567843137 -0.987883220980392 -0.983537318627451 -0.983216268039216 -0.982498350196078 -0.979079374117647 -0.974703971960784 0.0285162871673098 0.025797337671611 0.0252230129096006 0.0254194779265711 0.0261862958597466 0.0261715567367917 0.0266494324928273 0.0284690006843336 0.0282524550720156 0.0287966853655741
2 17 -0.941255571041667 -0.946719759791667 -0.950246300625 -0.956717644166667 -0.969577887083333 -0.976750210416667 -0.9822068375 -0.979347193958333 0.467069107168674 0.430715252038049 0.391911515524225 0.349541977642876 0.313280023421769 0.260307596874612 0.191201569383376 0.126714063331775 0.0563279214384384 0.0239275711404459
2 18 -0.956352733793103 -0.961221899482759 -0.964868376206897 -0.970699152241379 -0.898123087931034 -0.878978368448276 -0.729275090344828 -0.732964214137931 0.372699135312841 0.392828063959566 0.403504184343447 0.409452590434151 0.40913461491425 0.410609396742779 0.407197209715433 0.404035187546267 0.399302031890548 0.389469904279428
2 19 -0.98743260225 -0.98795639125 -0.988648517 -0.980177602 -0.958153183 -0.95813671775 -0.943385737 -0.942250397 0.0174136570079767 0.0189110258876751 0.0201646592656478 0.0253005452743102 0.0710649680433361 0.128778636064671 0.191394972935311 0.254005900891179 0.330817648283781 0.409660022542064
2 20 -0.98450525372549 -0.985074252745098 -0.978356109803922 -0.977445661372549 -0.979645618823529 -0.975875292156863 -0.970517817647059 -0.962386630392157 0.0124425795243949 0.0108638123920926 0.0154378927023616 0.0154232756206053 0.0168353576413484 0.0163210223768813 0.016411862495646 0.0184779121612554 0.0212901607589733 0.0229647159488248
2 21 -0.951202800212766 -0.946848063829787 -0.958530605531915 -0.960632275957447 -0.959851641914894 -0.956956980212766 -0.947562863829787 -0.944146236170213 0.0250937034496666 0.0276495809279435 0.0281886860316902 0.0257275181851489 0.0249824586333853 0.0277838673977915 0.0307034608144899 0.0291729936542603 0.0295797869150972 0.0260339217898903
2 22 -0.974035137619048 -0.97334349547619 -0.968636319285714 -0.967717619285714 -0.972010796428571 -0.963340288095238 -0.958291956428571 -0.951053460952381 0.418894158431941 0.427355193959159 0.432443282540243 0.417959106945873 0.363455963942914 0.307387444045987 0.243837132760681 0.179186521646442 0.120639900106611 0.0599799209044278
2 23 -0.950344299803922 -0.945558228039216 -0.943500859019608 -0.94179612745098 -0.936735288627451 -0.929645004117647 -0.945795933333333 -0.937539204705882 0.308585831066367 0.297396738058945 0.281185942880065 0.269142981647127 0.255748484106969 0.23047663537022 0.195289546106954 0.163176588724037 0.129278976984559 0.103312433820625
2 24 4.55387929087374e+152 4.55387929087374e+152 4.55387929087374e+152 4.55387929087374e+152 4.55387929087374e+152 4.55387929087374e+152 4.55387929087374e+152 4.55387929087374e+152 0.289636579548716 0.293259516695091 0.296801726217204 0.307440519988083 0.309088274999086 0.30954967209679 0.308881816702498 0.305703775810821 0.304073098358144 0.303956824715842
2 25 5.90029039560759e-310 6.00408716722911e-310 6.00367278605178e-310 6.00326138860541e-310 6.00285016022213e-310 6.00243875532496e-310 5.8975421797091e-310 6.00161312617988e-310 0.230848591632844 0.265976051876172 0.295535078297982 0.30275625553336 0.311574946061907 0.32018403580942 0.331024234252121 0.343198336490551 0.351552099843452 0.354974171875446
2 26 6.10096561157967e-310 5.98084307707031e-310 5.98041450579532e-310 5.97998193499999e-310 -0.0363636363636364 -0.0363636363636364 -0.0363636363636364 -0.0363636363636364 0.197045938175959 0.222866075044986 0.248993718638322 0.24831414014389 0.244325408579411 0.240084183609257 0.237275270929821 0.232123673227369 0.244055895756815 0.253808001703515
2 27 0.0196078431372549 0.0196078431372549 0.0196078431372549 0.0196078431372549 0.0196078431372549 0.0196078431372549 0.0196078431372549 3.95439427270038e-310 0.0157293961311491 0.0182824299727992 0.0201171766181509 0.0207974039839718 0.0366513566362614 0.0821761238734551 0.136624336698999 0.184441345750817 0.235443407998475 0.296980466998262
2 28 6.07946375988688e-310 6.07905982326575e-310 6.07865203882397e-310 -0.0392156862745098 -0.0392156862745098 -0.0392156862745098 -0.0392156862745098 -0.0392156862745098 0.0289179303565425 0.0280071321761369 0.0314882527858666 0.0337547739997062 0.0910920874637527 0.154967365705996 0.222641004841766 0.295790929392335 0.353136200035335 0.410945198699559
2 29 6.0674907801534e-310 6.0670663812292e-310 6.06664198509073e-310 6.06621766122874e-310 6.06579320401976e-310 6.06536872983928e-310 6.06494423642433e-310 6.06451975408025e-310 0.0133307338707131 0.0129516981705108 0.013002118140813 0.0118850587898034 0.0143186979015588 0.016043596190978 0.0137073285674521 0.0126804288881796 0.0126886475675385 0.0441246098271484
2 30 -0.0307692307692308 -0.0307692307692308 -0.0307692307692308 -0.0307692307692308 -0.0307692307692308 -0.0307692307692308 -0.0307692307692308 -0.0307692307692308 0.0214818837041855 0.0243205153250542 0.0255846906362168 0.0334373193929631 0.0662308984925421 0.0982040850847749 0.131833823357317 0.159786290030312 0.186266653100726 0.213235758224405
3 1 3.39946752580011e-310 3.69980243605016e-310 4.03120509693579e-310 4.03037362104963e-310 4.14083235789277e-310 4.25134308736112e-310 4.47252047063333e-310 4.58318710166802e-310 6.09767986982007e-310 6.09725485728629e-310 6.09683097617495e-310 6.09683019880174e-310 6.09640572350304e-310 6.0959813958273e-310 6.09555684904955e-310 6.09513244989032e-310 6.09470738506331e-310 6.09428350627555e-310
3 2 -0.950309010638298 -0.951276551702128 -0.955422486808511 -0.960944952765957 -0.966055672978723 -0.969355451914894 -0.973297500425532 -0.919210466765957 6.08110536650366e-310 6.08066282975569e-310 6.20328063628316e-310 6.2029014796998e-310 6.07977808856831e-310 6.0793358791417e-310 6.07889343218142e-310 6.0784509910354e-310 6.07800852641523e-310 6.2010055009422e-310
3 3 -0.957185131836735 -0.965492255102041 -0.969559130612245 -0.973630943061224 -0.978453486122449 -0.97850336877551 -0.973330657755102 -0.944145784489796 -0.0408163265401156 -0.0408163265401156 -0.0408163265401156 -0.0408163265401156 -0.0408163265401156 5.21249826365245e-310 5.67244374873193e-310 6.13254513577398e-310 6.13212088438207e-310 6.13212088444862e-310
3 4 -0.955310974222222 -0.966432031333333 -0.975191851777778 -0.977411222 -0.981152132444444 -0.983965912222222 -0.972069248 -0.973405077333333 6.08576431503892e-310 6.08530211643885e-310 6.08483991564192e-310 6.20685247530727e-310 6.2064562898956e-310 6.20606026471697e-310 6.20566431305344e-310 6.0829915803629e-310 6.08252953411361e-310 6.08206733002076e-310
3 5 -0.954666985744681 -0.96395001106383 -0.969187644255319 -0.961196011489362 -0.961741034893617 -0.962073016808511 -0.960702869361702 -0.962893564255319 -0.0426361586187535 -0.0426361586187535 -0.0426361586187535 -0.0426361586187535 -0.0426361586187535 -0.0426361586187535 1.25435686117828e-310 1.31851337223498e-310 1.38383472353405e-310 1.44635233145834e-310
3 6 -0.962621167708333 -0.965763289791667 -0.964158079166667 -0.961550832916667 -0.964498050208333 -0.956480863333333 -0.948093778541667 -0.958898505625 6.50470324893938e-35 6.50470325129463e-35 6.50470325129463e-35 6.50470325129463e-35 6.50470324921961e-35 2.3553021345954e-44 -0.0416666840515822 -0.0416666840515822 -0.0416666840515822 -0.0416666840515822
3 7 -0.940511946170213 -0.939878276595745 -0.94717365893617 -0.951391527234043 -0.95625831106383 -0.963729448085106 -0.975596061702128 -0.981291395531915 1.03217071141031e-34 1.03216946817358e-34 1.03215870388117e-34 1.03215870388117e-34 1.26449375450216e-39 1.26449375450216e-39 1.26451301940356e-39 1.26451301940355e-39 1.9265210377471e-44 1.92652103828458e-44
3 8 -0.936025331052632 -0.948424176578947 -0.951814775526316 -0.958784425 -0.969530221315789 -0.978022876578947 -0.984983565526316 -0.989783650789474 4.53509912077022e-44 1.17622455589496e-34 1.17623786355968e-34 1.17625272404033e-34 1.17625272404033e-34 2.45305395600461e-34 3.32558721323666e-34 3.32558721323666e-34 2.14934935013049e-34 2.14933448964984e-34
3 9 -0.956541181666667 -0.958180098333333 -0.96096786452381 -0.962285847619048 -0.966543798809524 -0.97210894 -0.965110588571429 -0.966128024761905 7.89623230353387e-35 7.89623230353387e-35 7.8962323054783e-35 1.76283334118508e-34 1.76281920180927e-34 1.76283194176582e-34 9.73222850788248e-35 9.73222850788245e-35 9.73222850788245e-35 9.7323627938071e-35
3 10 -0.973976543421053 -0.943521683684211 -0.940260888421053 -0.936317586842105 -0.924882008947368 -0.924482212631579 -0.915317318684211 -0.941178494736842 0.305513576633037 0.310811917910486 0.29714676551368 0.144773333717015 -0.0600114030139337 -0.268469824196243 -0.476632455408897 -0.685200649693512 -0.815711166033356 -0.763079539833619
3 11 -0.949659135217391 -0.952872110869565 -0.960276103043478 -0.967915778043478 -0.972544932608696 -0.964217817826087 -0.95433107 -0.945496138043478 0.117834141123425 0.0879888728534149 0.0643287146374192 0.0491532364845973 0.0412225258457317 0.028536616298548 0.0289939223816082 0.0268884395612163 0.0227667678424265 0.0236105573771194
3 12 -0.931399272391304 -0.938590656956522 -0.946599999130435 -0.954267795 -0.960144603913043 -0.963328661086956 -0.964371976521739 -0.967253113478261 0.120189135065742 0.0876448073250348 0.0600834665566229 0.0275166166830608 0.0234579987503262 0.0235924935980424 0.0221379514311901 0.0186622721630794 0.019582340777659 0.0159050288246166
3 13 -0.968352321489362 -0.973441110212766 -0.976999109574468 -0.977590179148936 -0.979630052553191 -0.968185912765957 -0.964009073191489 -0.964248839361702 0.043913099617103 0.0254968552737467 0.0149886863005233 0.0138256361418622 0.0178371744716014 0.0258714324559239 0.0248494393894015 0.0278358550016269 0.0338966570165764 0.0392645135894679
3 14 -0.985105896222222 -0.972030633333333 -0.97453534 -0.975994558222222 -0.966310875777778 -0.960432723111111 -0.957179232 -0.957202264666667 0.142974365686576 0.101496249070694 0.0588868444037068 0.0209769967826753 0.019383422498001 0.0210468014770343 0.0216469950559678 0.0299153920036637 0.0350530030365241 0.0346009852487316
3 15 -0.957568683571429 -0.95770839452381 -0.952728223571429 -0.941540960952381 -0.944832919761905 -0.94143565 -0.947887583571429 -0.94974710547619 0.163869857211535 0.129641456541246 0.0940770896730151 0.0621692066088484 0.0281460946587089 0.0234449883284569 0.0242147330740521 0.0346717861671314 0.0417185231984722 0.0435769450701582
3 16 -0.946601228510638 -0.948345546808511 -0.955155191914894 -0.95751871212766 -0.966717933191489 -0.976069304255319 -0.981989252553191 -0.986317932978723 0.211781062780889 0.184564706257947 0.153407561238731 0.118326378620563 0.0843303800307594 0.050849394336565 0.0290936182630851 0.0294756892854655 0.02716869610177 0.0247785770520482
3 17 -0.958395689130435 -0.949419039565217 -0.945567036086956 -0.938875981521739 -0.926294058043478 -0.924765663043478 -0.936236268478261 -0.94067429326087 0.604121954685058 0.618189741527108 0.59773574426351 0.578837041946291 0.559671135187349 0.549098656865846 0.517988919435528 0.485663293324904 0.452281326264837 0.436226173486919
3 18 -0.937878176909091 -0.930933394909091 -0.928911358727273 -0.929555053818182 -0.932812658363636 -0.933149478363636 -0.946636993272727 -0.948791304 0.038893455242075 0.0641474828038636 0.0886660864622434 0.121133608790239 0.156420345937146 0.195213372010383 0.237083956032007 0.273590054180388 0.313496531660672 0.358279537754164
3 19 -0.97392438025641 -0.979163564871795 -0.982859672564103 -0.981514761025641 -0.985278991794872 -0.984749456666667 -0.987237158717949 -0.988159212051282 0.0266663892712034 0.0203321531883802 0.0169866415545955 0.0150169317808546 0.0156785814768582 0.0140440849573902 0.0136650842646546 0.0177794500455802 0.0191885888165371 0.0224549384521148
